2011 Old Faithful Geyser Eruptions

All times are local time (MST or MDT)

  Time and Date     Interval
  
02/02/11 12:57:09,  1:33:30
02/02/11 14:29:33,  1:32:24
02/02/11 16:08:33,  1:39:00
02/02/11 17:03:33,  0:55:00
02/02/11 18:49:09,  1:45:36
02/02/11 20:23:45,  1:34:36
02/02/11 21:51:45,  1:28:00
02/02/11 23:23:03,  1:31:18
02/03/11 00:47:45,  1:24:42
02/03/11 02:22:21,  1:34:36
02/03/11 03:54:45,  1:32:24
02/03/11 05:23:51,  1:29:06
02/03/11 06:56:15,  1:32:24
02/03/11 08:30:51,  1:34:36
02/03/11 10:06:33,  1:35:42
02/03/11 11:40:03,  1:33:30
02/03/11 13:15:45,  1:35:42
02/03/11 14:48:09,  1:32:24
02/03/11 16:13:57,  1:25:48
02/03/11 17:49:39,  1:35:42
02/03/11 19:29:45,  1:40:06
02/03/11 20:55:33,  1:25:48
02/03/11 22:23:33,  1:28:00
02/03/11 23:52:39,  1:29:06
02/04/11 01:31:39,  1:39:00
02/04/11 03:06:15,  1:34:36
02/04/11 04:35:21,  1:29:06
02/04/11 06:22:03,  1:46:42
02/04/11 07:41:15,  1:19:12
02/04/11 09:15:51,  1:34:36
02/04/11 10:51:33,  1:35:42
02/04/11 12:26:09,  1:34:36
02/04/11 13:55:15,  1:29:06
02/04/11 15:35:21,  1:40:06
02/04/11 17:09:57,  1:34:36
02/04/11 18:13:45,  1:03:48
02/04/11 19:57:09,  1:43:24
02/04/11 21:31:45,  1:34:36
02/04/11 23:09:39,  1:37:54
02/05/11 00:42:03,  1:32:24
02/05/11 02:14:27,  1:32:24
02/05/11 03:46:51,  1:32:24
02/05/11 05:21:27,  1:34:36
02/05/11 06:50:33,  1:29:06
02/05/11 08:22:57,  1:32:24
02/05/11 09:56:27,  1:33:30
02/05/11 11:32:09,  1:35:42
02/05/11 13:02:21,  1:30:12
02/05/11 14:40:15,  1:37:54
02/05/11 15:40:45,  1:00:30
02/05/11 17:30:45,  1:50:00
02/05/11 18:31:15,  1:00:30
02/05/11 20:10:15,  1:39:00
02/05/11 21:43:45,  1:33:30
02/05/11 23:32:39,  1:48:54
02/06/11 00:27:39,  0:55:00
02/06/11 02:14:21,  1:46:42
02/06/11 03:44:33,  1:30:12
02/06/11 05:12:33,  1:28:00
02/06/11 06:44:57,  1:32:24
02/06/11 08:17:21,  1:32:24
02/06/11 09:57:27,  1:40:06
02/06/11 11:32:03,  1:34:36
02/06/11 13:07:45,  1:35:42
02/06/11 14:34:39,  1:26:54
02/06/11 16:01:33,  1:26:54
02/06/11 17:36:09,  1:34:36
02/06/11 19:04:09,  1:28:00
02/06/11 20:37:39,  1:33:30
02/06/11 22:26:33,  1:48:54
02/07/11 00:00:03,  1:33:30
02/07/11 01:12:39,  1:12:36
02/07/11 02:59:21,  1:46:42
02/07/11 04:24:03,  1:24:42
02/07/11 06:05:15,  1:41:12
02/07/11 07:49:45,  1:44:30
02/07/11 09:19:57,  1:30:12
02/07/11 10:54:33,  1:34:36
02/07/11 12:20:21,  1:25:48
02/07/11 13:57:09,  1:36:48
02/07/11 15:25:09,  1:28:00
02/07/11 17:04:09,  1:39:00
02/07/11 18:35:27,  1:31:18
02/07/11 20:06:45,  1:31:18
02/07/11 21:30:21,  1:23:36
02/07/11 23:01:39,  1:31:18
02/08/11 00:37:21,  1:35:42
02/08/11 02:02:03,  1:24:42
02/08/11 03:52:03,  1:50:00
02/08/11 05:42:03,  1:50:00
02/08/11 07:17:45,  1:35:42
02/08/11 08:58:57,  1:41:12
02/08/11 10:29:09,  1:30:12
02/08/11 12:09:15,  1:40:06
02/08/11 13:37:15,  1:28:00
02/08/11 15:05:15,  1:28:00
02/08/11 16:42:03,  1:36:48
02/08/11 18:07:51,  1:25:48
02/08/11 19:43:33,  1:35:42
02/08/11 21:14:51,  1:31:18
02/08/11 22:57:09,  1:42:18
02/09/11 00:30:39,  1:33:30
02/09/11 02:10:45,  1:40:06
02/09/11 03:42:03,  1:31:18
02/09/11 04:40:21,  0:58:18
02/09/11 06:20:27,  1:40:06
02/09/11 07:45:09,  1:24:42
02/09/11 09:21:57,  1:36:48
02/09/11 10:51:03,  1:29:06
02/09/11 12:01:27,  1:10:24
02/09/11 13:38:15,  1:36:48
02/09/11 15:06:15,  1:28:00
02/09/11 16:39:45,  1:33:30
02/09/11 18:25:21,  1:45:36
02/09/11 19:52:15,  1:26:54
02/09/11 21:24:39,  1:32:24
02/09/11 22:55:57,  1:31:18
02/10/11 00:23:57,  1:28:00
02/10/11 01:53:03,  1:29:06
02/10/11 03:30:57,  1:37:54
02/10/11 04:55:39,  1:24:42
02/10/11 06:47:51,  1:52:12
02/10/11 08:14:45,  1:26:54
02/10/11 09:50:27,  1:35:42
02/10/11 11:19:33,  1:29:06
02/10/11 12:57:27,  1:37:54
02/10/11 14:23:15,  1:25:48
02/10/11 16:00:03,  1:36:48
02/10/11 17:01:39,  1:01:36
02/10/11 18:38:27,  1:36:48
02/10/11 19:53:15,  1:14:48
02/10/11 21:33:21,  1:40:06
02/10/11 23:13:27,  1:40:06
02/11/11 00:46:57,  1:33:30
02/11/11 02:21:33,  1:34:36
02/11/11 03:53:57,  1:32:24
02/11/11 05:20:51,  1:26:54
02/11/11 06:57:39,  1:36:48
02/11/11 08:22:21,  1:24:42
02/11/11 09:53:39,  1:31:18
02/11/11 11:20:33,  1:26:54
02/11/11 12:59:33,  1:39:00
02/11/11 14:26:27,  1:26:54
02/11/11 16:09:51,  1:43:24
02/11/11 17:42:15,  1:32:24
02/11/11 19:19:03,  1:36:48
02/11/11 20:54:45,  1:35:42
02/11/11 22:30:27,  1:35:42
02/12/11 00:08:21,  1:37:54
02/12/11 01:36:21,  1:28:00
02/12/11 03:12:03,  1:35:42
02/12/11 04:54:21,  1:42:18
02/12/11 06:22:21,  1:28:00
02/12/11 08:13:27,  1:51:06
02/12/11 09:42:33,  1:29:06
02/12/11 11:22:39,  1:40:06
02/12/11 12:56:09,  1:33:30
02/12/11 14:27:27,  1:31:18
02/12/11 16:05:21,  1:37:54
02/12/11 17:35:33,  1:30:12
02/12/11 19:02:27,  1:26:54
02/12/11 20:39:15,  1:36:48
02/12/11 22:21:33,  1:42:18
02/12/11 23:48:27,  1:26:54
02/13/11 01:25:15,  1:36:48
02/13/11 02:56:33,  1:31:18
02/13/11 04:37:45,  1:41:12
02/13/11 06:11:15,  1:33:30
02/13/11 07:46:57,  1:35:42
02/13/11 09:18:15,  1:31:18
02/13/11 11:03:51,  1:45:36
02/13/11 12:27:27,  1:23:36
02/13/11 14:06:27,  1:39:00
02/13/11 15:32:15,  1:25:48
