link;kom0;kom1;kom2;kom3;kom4;kom5;Число избирателей, включенных в список избирателей на момент окончания голосования;Число избирательных бюллетеней, полученных участковой избирательной комиссией;Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно;Число избирательных бюллетеней, выданных участковой избирательной комиссией избирателям в помещении;Число избирательных бюллетеней, выданных комиссией избирателям, проголосовавшим вне помещения;Число погашенных избирательных бюллетеней;Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования;Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования;Число недействительных избирательных бюллетеней;Число действительных избирательных бюллетеней;Число открепительных удостоверений, полученных участковой избирательной комиссией;Число открепительных удостоверений, выданных комиссией избирателям на участке до дня голосования;Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке;Число неиспользованных открепительных удостоверений;Число открепительных удостоверений, выданных территориальной избирательной комиссией избирателям;Число утраченных открепительных удостоверений;Число утраченных избирательных бюллетеней;Число избирательных бюллетеней, не учтенных при получении;Абрамов Иван Николаевич;Жаровский Дмитрий Сергеевич;Кобызов Роман Александрович;Кожемяко Олег Николаевич
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017007&tvd=4284017156983&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017156983;УИК №604;Серышевская;Избирательная комиссия Амурской области;"";"";"";442;473;0;227;54;192;54;227;1;280;7;0;0;7;0;0;0;0;18;4;17;241
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017008&tvd=4284017156984&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017156984;УИК №605;Серышевская;Избирательная комиссия Амурской области;"";"";"";70;80;0;55;4;21;4;55;0;59;3;0;0;3;0;0;0;0;4;0;1;54
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017009&tvd=4284017156985&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017156985;УИК №606;Серышевская;Избирательная комиссия Амурской области;"";"";"";312;329;0;196;38;95;38;196;6;228;7;3;0;4;0;0;0;0;19;1;10;198
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017010&tvd=4284017156986&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017156986;УИК №607;Серышевская;Избирательная комиссия Амурской области;"";"";"";411;431;0;167;103;161;103;167;4;266;7;0;1;7;0;0;0;0;12;3;4;247
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017011&tvd=4284017156987&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017156987;УИК №608;Серышевская;Избирательная комиссия Амурской области;"";"";"";377;386;0;153;132;101;132;153;3;282;7;7;0;0;0;0;0;0;4;2;18;258
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017012&tvd=4284017156988&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017156988;УИК №609;Серышевская;Избирательная комиссия Амурской области;"";"";"";396;429;0;226;22;181;22;226;3;245;7;7;2;0;0;0;0;0;17;4;18;206
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017013&tvd=4284017156989&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017156989;УИК №610;Серышевская;Избирательная комиссия Амурской области;"";"";"";196;202;0;129;8;65;8;129;3;134;6;0;1;6;0;0;0;0;4;4;10;116
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017014&tvd=4284017156990&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017156990;УИК №611;Серышевская;Избирательная комиссия Амурской области;"";"";"";225;248;0;110;45;93;45;110;3;152;6;4;1;2;0;0;0;0;5;2;7;138
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017015&tvd=4284017156991&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017156991;УИК №612;Серышевская;Избирательная комиссия Амурской области;"";"";"";411;439;0;232;29;178;29;232;2;259;8;1;0;7;0;0;0;0;18;6;18;217
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017016&tvd=4284017156992&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017156992;УИК №613;Серышевская;Избирательная комиссия Амурской области;"";"";"";412;420;0;194;32;194;32;194;4;222;6;0;0;6;0;0;0;0;15;1;10;196
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017017&tvd=4284017156993&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017156993;УИК №614;Серышевская;Избирательная комиссия Амурской области;"";"";"";145;155;0;107;10;38;10;107;0;117;3;2;1;1;0;0;0;0;8;4;5;100
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017018&tvd=4284017156994&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017156994;УИК №615;Серышевская;Избирательная комиссия Амурской области;"";"";"";981;833;0;489;10;334;10;489;18;481;15;5;2;10;3;0;0;0;100;51;43;287
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017019&tvd=4284017156995&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017156995;УИК №616;Серышевская;Избирательная комиссия Амурской области;"";"";"";663;712;0;277;77;358;77;277;9;345;8;5;1;3;0;0;0;0;16;5;15;309
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017020&tvd=4284017156996&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017156996;УИК №617;Серышевская;Избирательная комиссия Амурской области;"";"";"";269;284;0;130;5;149;5;130;2;133;4;0;1;4;0;0;0;0;5;1;8;119
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017021&tvd=4284017156997&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017156997;УИК №618;Серышевская;Избирательная комиссия Амурской области;"";"";"";240;261;0;125;16;120;16;125;4;137;8;3;0;5;0;0;0;0;25;6;13;93
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017022&tvd=4284017156998&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017156998;УИК №619;Серышевская;Избирательная комиссия Амурской области;"";"";"";154;160;0;82;26;52;26;82;4;104;4;1;0;3;0;0;0;0;11;3;4;86
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017023&tvd=4284017156999&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017156999;УИК №620;Серышевская;Избирательная комиссия Амурской области;"";"";"";98;115;0;80;10;25;10;80;1;89;13;13;2;0;0;0;0;0;0;1;1;87
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017024&tvd=4284017157000&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017157000;УИК №621;Серышевская;Избирательная комиссия Амурской области;"";"";"";685;715;0;160;135;420;135;160;0;295;8;3;4;5;0;0;0;0;4;5;27;259
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017026&tvd=4284017157002&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017157002;УИК №623;Серышевская;Избирательная комиссия Амурской области;"";"";"";754;776;0;205;60;511;60;205;0;265;8;1;3;7;0;0;0;0;6;4;16;239
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017025&tvd=4284017157001&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017157001;УИК №622;Серышевская;Избирательная комиссия Амурской области;"";"";"";964;996;0;269;120;607;120;269;2;387;8;5;2;3;0;0;0;0;13;19;37;318
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017027&tvd=4284017157003&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017157003;УИК №624;Серышевская;Избирательная комиссия Амурской области;"";"";"";270;276;0;114;36;126;36;114;0;150;4;0;0;4;0;0;0;0;3;3;13;131
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017028&tvd=4284017157004&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017157004;УИК №625;Серышевская;Избирательная комиссия Амурской области;"";"";"";235;254;0;148;20;86;20;148;0;168;4;2;2;2;0;0;0;0;11;3;9;145
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017029&tvd=4284017157005&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017157005;УИК №626;Серышевская;Избирательная комиссия Амурской области;"";"";"";448;467;0;219;14;234;14;219;5;228;8;1;2;7;0;0;0;0;18;5;19;186
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017030&tvd=4284017157006&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017157006;УИК №627;Серышевская;Избирательная комиссия Амурской области;"";"";"";156;163;0;86;14;63;14;86;0;100;4;0;0;4;0;0;0;0;8;0;5;87
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017031&tvd=4284017157007&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017157007;УИК №628;Серышевская;Избирательная комиссия Амурской области;"";"";"";104;103;0;69;7;27;7;69;1;75;4;1;2;3;0;0;0;0;2;0;10;63
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017032&tvd=4284017157008&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017157008;УИК №629;Серышевская;Избирательная комиссия Амурской области;"";"";"";180;206;0;137;6;63;6;137;0;143;8;1;0;7;0;0;0;0;5;0;6;132
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017033&tvd=4284017157009&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017157009;УИК №630;Серышевская;Избирательная комиссия Амурской области;"";"";"";139;203;0;100;39;64;39;100;5;134;8;0;0;8;0;0;0;0;4;1;4;125
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017034&tvd=4284017157010&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017157010;УИК №631;Серышевская;Избирательная комиссия Амурской области;"";"";"";267;290;0;147;53;90;53;147;2;198;8;8;1;0;0;0;0;0;22;5;32;139
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017035&tvd=4284017157011&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017157011;УИК №632;Серышевская;Избирательная комиссия Амурской области;"";"";"";58;64;0;26;3;35;3;26;0;29;3;0;1;3;0;0;0;0;1;0;2;26
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017037&tvd=4284017157013&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017157013;УИК №634;Серышевская;Избирательная комиссия Амурской области;"";"";"";1524;1490;0;456;87;947;87;456;4;539;15;10;7;5;0;0;0;0;36;7;41;455
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017036&tvd=4284017157012&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017157012;УИК №633;Серышевская;Избирательная комиссия Амурской области;"";"";"";53;61;0;34;0;27;0;34;0;34;3;0;0;3;0;0;0;0;3;1;1;29
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017038&tvd=4284017157014&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017157014;УИК №635;Серышевская;Избирательная комиссия Амурской области;"";"";"";1640;1625;0;593;116;916;116;593;11;698;15;8;4;7;2;0;0;0;25;12;71;590
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017039&tvd=4284017157015&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017157015;УИК №636;Серышевская;Избирательная комиссия Амурской области;"";"";"";2875;2945;0;937;44;1964;44;936;24;956;20;5;3;15;1;0;0;0;65;22;92;777
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284017040&tvd=4284017157016&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284017157016;УИК №637;Серышевская;Избирательная комиссия Амурской области;"";"";"";2084;2120;0;637;44;1439;44;637;12;669;20;5;5;15;1;0;0;0;48;17;59;545
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284018001&tvd=4284018144131&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284018144131;УИК №638;Сковородинская;Избирательная комиссия Амурской области;"";"";"";838;800;0;110;10;680;10;110;4;116;5;0;0;5;0;0;0;0;14;3;9;90
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284018002&tvd=4284018144132&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284018144132;УИК №639;Сковородинская;Избирательная комиссия Амурской области;"";"";"";1606;1600;33;422;37;1108;70;422;16;476;15;5;2;10;0;0;0;0;53;20;30;373
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284018003&tvd=4284018144133&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284018144133;УИК №640;Сковородинская;Избирательная комиссия Амурской области;"";"";"";1150;1100;0;311;30;759;30;311;5;336;10;4;2;6;1;0;0;0;24;5;45;262
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284018004&tvd=4284018144134&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284018144134;УИК №641;Сковородинская;Избирательная комиссия Амурской области;"";"";"";1375;1400;0;485;22;893;22;485;16;491;15;8;1;7;2;0;0;0;37;5;76;373
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284018005&tvd=4284018144135&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284018144135;УИК №642;Сковородинская;Избирательная комиссия Амурской области;"";"";"";1076;1000;0;376;64;560;64;376;11;429;10;4;3;6;1;0;0;0;29;18;48;334
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284018006&tvd=4284018144136&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284018144136;УИК №643;Сковородинская;Избирательная комиссия Амурской области;"";"";"";962;900;0;233;16;651;16;233;7;242;5;2;2;3;3;0;0;0;12;9;17;204
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284018007&tvd=4284018144137&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284018144137;УИК №644;Сковородинская;Избирательная комиссия Амурской области;"";"";"";1221;1200;14;227;95;864;109;227;8;328;10;0;3;10;0;0;0;0;25;6;36;261
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284018008&tvd=4284018144138&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284018144138;УИК №645;Сковородинская;Избирательная комиссия Амурской области;"";"";"";1545;1500;0;351;55;1094;55;351;11;395;10;5;0;5;0;0;0;0;24;4;38;329
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284018009&tvd=4284018144139&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284018144139;УИК №646;Сковородинская;Избирательная комиссия Амурской области;"";"";"";1070;1000;0;233;48;719;48;233;7;274;5;5;0;0;0;0;0;0;13;4;24;233
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284018010&tvd=4284018144140&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284018144140;УИК №647;Сковородинская;Избирательная комиссия Амурской области;"";"";"";283;250;27;27;7;189;34;27;0;61;5;0;4;5;0;0;0;0;8;3;7;43
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284018011&tvd=4284018144141&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284018144141;УИК №648;Сковородинская;Избирательная комиссия Амурской области;"";"";"";1786;1800;21;582;111;1086;132;582;28;686;15;15;0;0;0;0;0;0;50;12;45;579
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284018012&tvd=4284018144142&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284018144142;УИК №649;Сковородинская;Избирательная комиссия Амурской области;"";"";"";768;700;0;89;47;564;47;89;5;131;10;10;0;0;0;0;0;0;20;1;12;98
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284018013&tvd=4284018144143&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284018144143;УИК №650;Сковородинская;Избирательная комиссия Амурской области;"";"";"";311;300;6;69;16;209;22;69;4;87;5;1;0;4;0;0;0;0;6;3;6;72
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284018014&tvd=4284018144144&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284018144144;УИК №651;Сковородинская;Избирательная комиссия Амурской области;"";"";"";383;450;53;94;20;283;73;94;2;165;5;0;3;5;0;0;0;0;30;4;8;123
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284018015&tvd=4284018144145&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284018144145;УИК №652;Сковородинская;Избирательная комиссия Амурской области;"";"";"";720;700;26;155;55;464;81;155;16;220;10;1;0;9;0;0;0;0;22;7;19;172
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284018016&tvd=4284018144146&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284018144146;УИК №653;Сковородинская;Избирательная комиссия Амурской области;"";"";"";325;300;0;109;3;188;3;109;3;109;5;5;0;0;0;0;0;0;6;8;5;90
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284018017&tvd=4284018144147&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284018144147;УИК №654;Сковородинская;Избирательная комиссия Амурской области;"";"";"";765;700;0;210;7;483;7;210;13;204;10;0;1;10;0;0;0;0;23;6;15;160
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284018018&tvd=4284018144148&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284018144148;УИК №655;Сковородинская;Избирательная комиссия Амурской области;"";"";"";914;900;15;408;153;324;168;408;13;563;10;9;0;1;0;0;0;0;36;8;40;479
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284018019&tvd=4284018144149&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284018144149;УИК №656;Сковородинская;Избирательная комиссия Амурской области;"";"";"";451;400;0;69;212;119;212;69;2;279;5;3;0;2;0;0;0;0;14;9;30;226
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284018020&tvd=4284018144150&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284018144150;УИК №657;Сковородинская;Избирательная комиссия Амурской области;"";"";"";2355;2400;0;561;60;1779;60;560;10;610;20;20;1;0;0;0;0;0;92;15;55;448
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284018021&tvd=4284018144151&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284018144151;УИК №658;Сковородинская;Избирательная комиссия Амурской области;"";"";"";298;300;0;103;11;186;11;103;1;113;5;1;2;4;0;0;0;0;11;0;10;92
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284018022&tvd=4284018144152&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284018144152;УИК №659;Сковородинская;Избирательная комиссия Амурской области;"";"";"";141;140;32;47;4;57;36;47;0;83;5;1;1;4;0;0;0;0;6;1;4;72
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284018023&tvd=4284018144153&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284018144153;УИК №660;Сковородинская;Избирательная комиссия Амурской области;"";"";"";716;700;18;298;45;339;63;298;13;348;10;3;1;7;1;0;0;0;89;12;41;206
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284018024&tvd=4284018144154&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284018144154;УИК №661;Сковородинская;Избирательная комиссия Амурской области;"";"";"";219;200;0;83;23;94;23;83;1;105;5;0;0;5;0;0;0;0;19;4;20;62
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284018025&tvd=4284018144155&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284018144155;УИК №662;Сковородинская;Избирательная комиссия Амурской области;"";"";"";350;300;25;138;37;100;62;138;4;196;5;0;1;5;0;0;0;0;49;8;9;130
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284018026&tvd=4284018144156&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284018144156;УИК №663;Сковородинская;Избирательная комиссия Амурской области;"";"";"";178;150;0;93;12;45;12;93;0;105;5;0;4;5;0;0;0;0;9;4;15;77
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284019001&tvd=4284019160334&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284019160334;УИК №664;Тамбовская;Избирательная комиссия Амурской области;"";"";"";2539;2450;0;678;44;1728;44;678;10;712;10;6;2;4;0;0;0;0;54;15;93;550
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284019002&tvd=4284019160335&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284019160335;УИК №665;Тамбовская;Избирательная комиссия Амурской области;"";"";"";2109;2171;0;626;33;1512;33;626;16;643;16;8;8;8;0;0;0;0;34;19;64;526
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284019003&tvd=4284019160336&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284019160336;УИК №666;Тамбовская;Избирательная комиссия Амурской области;"";"";"";1843;1750;0;420;25;1305;25;420;6;439;10;2;1;8;0;0;0;0;22;8;44;365
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284019004&tvd=4284019160337&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284019160337;УИК №667;Тамбовская;Избирательная комиссия Амурской области;"";"";"";522;577;0;193;38;346;38;193;1;230;1;0;1;1;0;0;0;0;8;5;42;175
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284019005&tvd=4284019160338&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284019160338;УИК №668;Тамбовская;Избирательная комиссия Амурской области;"";"";"";440;447;0;202;24;221;24;202;4;222;1;0;1;1;0;0;0;0;9;5;13;195
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284019006&tvd=4284019160339&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284019160339;УИК №669;Тамбовская;Избирательная комиссия Амурской области;"";"";"";281;285;0;157;25;103;25;157;3;179;1;0;0;1;1;0;0;0;15;4;9;151
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284019007&tvd=4284019160340&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284019160340;УИК №670;Тамбовская;Избирательная комиссия Амурской области;"";"";"";539;553;0;242;16;295;16;242;13;245;3;2;0;1;0;0;0;0;17;4;13;211
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284019008&tvd=4284019160341&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284019160341;УИК №671;Тамбовская;Избирательная комиссия Амурской области;"";"";"";150;153;0;69;12;72;12;69;8;73;1;0;1;1;0;0;0;0;5;3;6;59
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284019009&tvd=4284019160342&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284019160342;УИК №672;Тамбовская;Избирательная комиссия Амурской области;"";"";"";1060;1078;0;515;22;541;22;515;19;518;2;2;0;0;0;0;0;0;26;4;24;464
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284019010&tvd=4284019160343&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284019160343;УИК №673;Тамбовская;Избирательная комиссия Амурской области;"";"";"";143;138;0;73;11;54;11;73;3;81;1;0;2;1;0;0;0;0;17;4;2;58
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284019011&tvd=4284019160344&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284019160344;УИК №674;Тамбовская;Избирательная комиссия Амурской области;"";"";"";282;290;0;120;19;151;19;120;4;135;2;1;2;1;0;0;0;0;9;1;9;116
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284019012&tvd=4284019160345&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284019160345;УИК №675;Тамбовская;Избирательная комиссия Амурской области;"";"";"";1266;1302;0;515;93;694;93;515;18;590;3;3;4;0;0;0;0;0;61;13;44;472
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284019013&tvd=4284019160346&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284019160346;УИК №676;Тамбовская;Избирательная комиссия Амурской области;"";"";"";94;99;0;51;0;48;0;51;0;51;1;0;1;1;0;0;0;0;3;2;2;44
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284019014&tvd=4284019160347&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284019160347;УИК №677;Тамбовская;Избирательная комиссия Амурской области;"";"";"";173;181;0;83;9;89;9;83;4;88;1;1;2;0;0;0;0;0;4;0;2;82
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284019015&tvd=4284019160348&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284019160348;УИК №678;Тамбовская;Избирательная комиссия Амурской области;"";"";"";844;864;0;346;8;510;8;346;3;351;5;2;3;3;0;0;0;0;37;7;68;239
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284019016&tvd=4284019160349&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284019160349;УИК №679;Тамбовская;Избирательная комиссия Амурской области;"";"";"";710;722;0;257;14;451;14;257;3;268;3;0;0;3;0;0;0;0;30;4;30;204
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284019017&tvd=4284019160350&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284019160350;УИК №680;Тамбовская;Избирательная комиссия Амурской области;"";"";"";192;196;0;70;0;126;0;70;0;70;2;0;0;2;0;0;0;0;6;0;6;58
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284019018&tvd=4284019160351&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284019160351;УИК №681;Тамбовская;Избирательная комиссия Амурской области;"";"";"";615;636;0;207;30;399;30;207;5;232;3;2;1;1;0;0;0;0;29;0;17;186
